match,home_team,away_team,market,player_name,player_team,opposition_team,line,over_price,agency
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 6s,Sam Hain,Hobart Hurricanes,Sydney Sixers,0.5,2.2,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 6s,Sam Hain,Hobart Hurricanes,Sydney Sixers,1.5,4.5,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 6s,Sam Hain,Hobart Hurricanes,Sydney Sixers,2.5,7.5,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 6s,Sam Hain,Hobart Hurricanes,Sydney Sixers,3.5,10,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 6s,Tim David,Hobart Hurricanes,Sydney Sixers,0.5,1.75,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 6s,Tim David,Hobart Hurricanes,Sydney Sixers,1.5,3,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 6s,Tim David,Hobart Hurricanes,Sydney Sixers,2.5,4.8,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 6s,Tim David,Hobart Hurricanes,Sydney Sixers,3.5,7,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 6s,James Vince,Sydney Sixers,Hobart Hurricanes,0.5,1.75,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 6s,James Vince,Sydney Sixers,Hobart Hurricanes,1.5,3,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 6s,James Vince,Sydney Sixers,Hobart Hurricanes,2.5,4.8,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 6s,James Vince,Sydney Sixers,Hobart Hurricanes,3.5,7,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 6s,Josh Philippe,Sydney Sixers,Hobart Hurricanes,0.5,1.87,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 6s,Josh Philippe,Sydney Sixers,Hobart Hurricanes,1.5,3.4,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 6s,Josh Philippe,Sydney Sixers,Hobart Hurricanes,2.5,5.5,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 6s,Josh Philippe,Sydney Sixers,Hobart Hurricanes,3.5,8,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 6s,Kurtis Patterson,Sydney Sixers,Hobart Hurricanes,0.5,2.2,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 6s,Kurtis Patterson,Sydney Sixers,Hobart Hurricanes,1.5,4.5,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 6s,Kurtis Patterson,Sydney Sixers,Hobart Hurricanes,2.5,7.5,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 6s,Kurtis Patterson,Sydney Sixers,Hobart Hurricanes,3.5,10,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 6s,Moises Henriques,Sydney Sixers,Hobart Hurricanes,0.5,2.1,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 6s,Moises Henriques,Sydney Sixers,Hobart Hurricanes,1.5,4.1,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 6s,Moises Henriques,Sydney Sixers,Hobart Hurricanes,2.5,7,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 6s,Moises Henriques,Sydney Sixers,Hobart Hurricanes,3.5,9.5,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 6s,Jordan Silk,Sydney Sixers,Hobart Hurricanes,0.5,2.2,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 6s,Jordan Silk,Sydney Sixers,Hobart Hurricanes,1.5,4.6,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 6s,Jordan Silk,Sydney Sixers,Hobart Hurricanes,2.5,7.5,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 6s,Jordan Silk,Sydney Sixers,Hobart Hurricanes,3.5,10,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 6s,Alex Hales,Sydney Thunder,Brisbane Heat,0.5,1.75,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 6s,Alex Hales,Sydney Thunder,Brisbane Heat,1.5,3,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 6s,Alex Hales,Sydney Thunder,Brisbane Heat,2.5,4.8,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 6s,Alex Hales,Sydney Thunder,Brisbane Heat,3.5,7,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 6s,Cameron Bancroft,Sydney Thunder,Brisbane Heat,0.5,2.2,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 6s,Cameron Bancroft,Sydney Thunder,Brisbane Heat,1.5,4.5,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 6s,Cameron Bancroft,Sydney Thunder,Brisbane Heat,2.5,7.5,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 6s,Cameron Bancroft,Sydney Thunder,Brisbane Heat,3.5,10,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 6s,Jason Sangha,Sydney Thunder,Brisbane Heat,0.5,2.2,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 6s,Jason Sangha,Sydney Thunder,Brisbane Heat,1.5,4.5,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 6s,Jason Sangha,Sydney Thunder,Brisbane Heat,2.5,7.5,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 6s,Jason Sangha,Sydney Thunder,Brisbane Heat,3.5,10,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 6s,Oliver Davies,NA,NA,0.5,1.98,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 6s,Oliver Davies,NA,NA,1.5,3.8,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 6s,Oliver Davies,NA,NA,2.5,6.5,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 6s,Oliver Davies,NA,NA,3.5,9,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 6s,Josh Brown,Brisbane Heat,Sydney Thunder,0.5,1.87,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 6s,Josh Brown,Brisbane Heat,Sydney Thunder,1.5,3.4,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 6s,Josh Brown,Brisbane Heat,Sydney Thunder,2.5,5.5,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 6s,Josh Brown,Brisbane Heat,Sydney Thunder,3.5,8,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 6s,Colin Munro,Brisbane Heat,Sydney Thunder,0.5,1.55,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 6s,Colin Munro,Brisbane Heat,Sydney Thunder,1.5,2.4,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 6s,Colin Munro,Brisbane Heat,Sydney Thunder,2.5,3.6,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 6s,Colin Munro,Brisbane Heat,Sydney Thunder,3.5,5,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 6s,Matt Renshaw,NA,NA,0.5,2.15,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 6s,Matt Renshaw,NA,NA,1.5,4.3,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 6s,Matt Renshaw,NA,NA,2.5,7,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 6s,Matt Renshaw,NA,NA,3.5,10,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 6s,Sam Billings,Brisbane Heat,Sydney Thunder,0.5,1.98,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 6s,Sam Billings,Brisbane Heat,Sydney Thunder,1.5,3.8,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 6s,Sam Billings,Brisbane Heat,Sydney Thunder,2.5,6.5,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 6s,Sam Billings,Brisbane Heat,Sydney Thunder,3.5,9,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Sam Harper,Melbourne Stars,Perth Scorchers,0.5,2.1,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Sam Harper,Melbourne Stars,Perth Scorchers,1.5,4.1,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Sam Harper,Melbourne Stars,Perth Scorchers,2.5,7,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Sam Harper,Melbourne Stars,Perth Scorchers,3.5,9.5,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Thomas Rogers,NA,NA,0.5,2.15,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Thomas Rogers,NA,NA,1.5,4.3,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Thomas Rogers,NA,NA,2.5,7,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Thomas Rogers,NA,NA,3.5,10,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Joe Burns,Melbourne Stars,Perth Scorchers,0.5,2.05,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Joe Burns,Melbourne Stars,Perth Scorchers,1.5,4,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Joe Burns,Melbourne Stars,Perth Scorchers,2.5,6.5,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Joe Burns,Melbourne Stars,Perth Scorchers,3.5,9.5,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Marcus Stoinis,Melbourne Stars,Perth Scorchers,0.5,1.87,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Marcus Stoinis,Melbourne Stars,Perth Scorchers,1.5,3.4,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Marcus Stoinis,Melbourne Stars,Perth Scorchers,2.5,5.5,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Marcus Stoinis,Melbourne Stars,Perth Scorchers,3.5,8,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Hilton Cartwright,Melbourne Stars,Perth Scorchers,0.5,1.98,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Hilton Cartwright,Melbourne Stars,Perth Scorchers,1.5,3.8,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Hilton Cartwright,Melbourne Stars,Perth Scorchers,2.5,6.5,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Hilton Cartwright,Melbourne Stars,Perth Scorchers,3.5,9,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Cooper Connolly,Perth Scorchers,Melbourne Stars,0.5,2.1,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Cooper Connolly,Perth Scorchers,Melbourne Stars,1.5,4.1,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Cooper Connolly,Perth Scorchers,Melbourne Stars,2.5,7,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Cooper Connolly,Perth Scorchers,Melbourne Stars,3.5,9.5,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Stephen Eskinazi,Perth Scorchers,Melbourne Stars,0.5,1.75,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Stephen Eskinazi,Perth Scorchers,Melbourne Stars,1.5,3,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Stephen Eskinazi,Perth Scorchers,Melbourne Stars,2.5,4.8,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Stephen Eskinazi,Perth Scorchers,Melbourne Stars,3.5,7,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Aaron Hardie,Perth Scorchers,Melbourne Stars,0.5,1.75,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Aaron Hardie,Perth Scorchers,Melbourne Stars,1.5,3,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Aaron Hardie,Perth Scorchers,Melbourne Stars,2.5,4.8,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Aaron Hardie,Perth Scorchers,Melbourne Stars,3.5,7,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Ashton Turner,Perth Scorchers,Melbourne Stars,0.5,1.98,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Ashton Turner,Perth Scorchers,Melbourne Stars,1.5,3.8,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Ashton Turner,Perth Scorchers,Melbourne Stars,2.5,6.5,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Ashton Turner,Perth Scorchers,Melbourne Stars,3.5,9,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Josh Inglis,Perth Scorchers,Melbourne Stars,0.5,1.98,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Josh Inglis,Perth Scorchers,Melbourne Stars,1.5,3.8,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Josh Inglis,Perth Scorchers,Melbourne Stars,2.5,6.5,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 6s,Josh Inglis,Perth Scorchers,Melbourne Stars,3.5,9,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 4s,Caleb Jewell,Hobart Hurricanes,Sydney Sixers,0.5,1.24,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 4s,Caleb Jewell,Hobart Hurricanes,Sydney Sixers,1.5,1.6,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 4s,Caleb Jewell,Hobart Hurricanes,Sydney Sixers,2.5,2,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 4s,Caleb Jewell,Hobart Hurricanes,Sydney Sixers,3.5,2.5,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 4s,Caleb Jewell,Hobart Hurricanes,Sydney Sixers,4.5,3.2,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 4s,Caleb Jewell,Hobart Hurricanes,Sydney Sixers,5.5,3.9,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 4s,Ben McDermott,Hobart Hurricanes,Sydney Sixers,0.5,1.23,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 4s,Ben McDermott,Hobart Hurricanes,Sydney Sixers,1.5,1.57,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 4s,Ben McDermott,Hobart Hurricanes,Sydney Sixers,2.5,1.95,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 4s,Ben McDermott,Hobart Hurricanes,Sydney Sixers,3.5,2.45,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 4s,Ben McDermott,Hobart Hurricanes,Sydney Sixers,4.5,3,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 4s,Ben McDermott,Hobart Hurricanes,Sydney Sixers,5.5,3.7,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 4s,James Vince,Sydney Sixers,Hobart Hurricanes,0.5,1.19,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 4s,James Vince,Sydney Sixers,Hobart Hurricanes,1.5,1.48,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 4s,James Vince,Sydney Sixers,Hobart Hurricanes,2.5,1.83,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 4s,James Vince,Sydney Sixers,Hobart Hurricanes,3.5,2.2,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 4s,James Vince,Sydney Sixers,Hobart Hurricanes,4.5,2.65,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 4s,James Vince,Sydney Sixers,Hobart Hurricanes,5.5,3.2,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 4s,Josh Philippe,Sydney Sixers,Hobart Hurricanes,0.5,1.21,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 4s,Josh Philippe,Sydney Sixers,Hobart Hurricanes,1.5,1.52,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 4s,Josh Philippe,Sydney Sixers,Hobart Hurricanes,2.5,1.87,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 4s,Josh Philippe,Sydney Sixers,Hobart Hurricanes,3.5,2.3,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 4s,Josh Philippe,Sydney Sixers,Hobart Hurricanes,4.5,2.85,Pointsbet
Hobart Hurricanes v Sydney Sixers,Sydney Sixers,Hobart Hurricanes,Number of 4s,Josh Philippe,Sydney Sixers,Hobart Hurricanes,5.5,3.4,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 4s,Alex Hales,Sydney Thunder,Brisbane Heat,0.5,1.19,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 4s,Alex Hales,Sydney Thunder,Brisbane Heat,1.5,1.48,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 4s,Alex Hales,Sydney Thunder,Brisbane Heat,2.5,1.83,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 4s,Alex Hales,Sydney Thunder,Brisbane Heat,3.5,2.2,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 4s,Alex Hales,Sydney Thunder,Brisbane Heat,4.5,2.65,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 4s,Alex Hales,Sydney Thunder,Brisbane Heat,5.5,3.2,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 4s,Cameron Bancroft,Sydney Thunder,Brisbane Heat,0.5,1.21,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 4s,Cameron Bancroft,Sydney Thunder,Brisbane Heat,1.5,1.54,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 4s,Cameron Bancroft,Sydney Thunder,Brisbane Heat,2.5,1.91,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 4s,Cameron Bancroft,Sydney Thunder,Brisbane Heat,3.5,2.35,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 4s,Cameron Bancroft,Sydney Thunder,Brisbane Heat,4.5,2.9,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 4s,Cameron Bancroft,Sydney Thunder,Brisbane Heat,5.5,3.5,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 4s,Josh Brown,Brisbane Heat,Sydney Thunder,0.5,1.27,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 4s,Josh Brown,Brisbane Heat,Sydney Thunder,1.5,1.66,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 4s,Josh Brown,Brisbane Heat,Sydney Thunder,2.5,2.1,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 4s,Josh Brown,Brisbane Heat,Sydney Thunder,3.5,2.7,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 4s,Josh Brown,Brisbane Heat,Sydney Thunder,4.5,3.4,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 4s,Josh Brown,Brisbane Heat,Sydney Thunder,5.5,4.2,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 4s,Colin Munro,Brisbane Heat,Sydney Thunder,0.5,1.2,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 4s,Colin Munro,Brisbane Heat,Sydney Thunder,1.5,1.51,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 4s,Colin Munro,Brisbane Heat,Sydney Thunder,2.5,1.85,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 4s,Colin Munro,Brisbane Heat,Sydney Thunder,3.5,2.25,Pointsbet
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 4s,Colin Munro,Brisbane Heat,Sydney Thunder,4.5,2.75,Pointsbet
